Id;evtno;Lat;Lon;Depth;sta1;tstp1;tP1;sta2;tstp2;tP2;
#E096;96;-4004.258606398614;4110.877068162688;3.7991476543021947;WBS;7.24;2019-07-05 00:08:33.310000;WMF;6.24;2019-07-05 00:08:32.250000;
#E097;97;-3662.275131086251;2524.609374641762;4.779300225507202;WBS;7.21;2019-07-05 00:09:30.770000;WMF;6.47;2019-07-05 00:09:29.740000;
#E098;98;-1903.9911216543137;-5077.426327894105;9.356694524819405;WBS;7.05;2019-07-05 00:14:15.490000;WMF;7.56;2019-07-05 00:14:16.220000;
#E099;99;-947.154452004686;-224.45828876023091;10.292390791379447;WBS;7.55;2019-07-05 00:16:53.060000;WMF;7.21;2019-07-05 00:16:53.250000;
#E100;100;-3370.8200104480256;-8083.064713055444;7.301231730161776;WBS;6.58;2019-07-05 00:17:28.260000;WMF;7.65;2019-07-05 00:17:28.960000;
#E101;101;-2289.4137823166075;342.7754314867803;7.7800282195896235;WBS;7.34;2019-07-05 00:20:36.620000;WMF;6.94;2019-07-05 00:20:36.440000;
#E102;102;-4794.648626273286;-13178.512632025047;5.452675285603918;WBS;5.96;2019-07-05 00:22:12.050000;WMF;7.94;2019-07-05 00:22:14.510000;
#E103;103;-3707.7410328316;3300.952194172166;4.546330994967651;WBS;7.25;2019-07-05 00:23:54.320000;WMF;6.38;2019-07-05 00:23:53.200000;
#E104;104;-3493.393548142819;2442.9089192403885;5.133937135485254;WBS;7.24;2019-07-05 00:30:58.040000;WMF;6.51;2019-07-05 00:30:57.010000;
#E105;105;1314.306395578665;1544.107505916118;13.992524879946197;WBS;8.09;2019-07-05 00:32:17.560000;WMF;7.38;2019-07-05 00:32:16.750000;
#E106;106;261.73317344720715;321.8164448539667;12.312679820402616;WBS;7.81;2019-07-05 00:49:51.850000;WMF;7.34;2019-07-05 00:49:50.870000;
#E107;107;-6008.00210569076;-11589.373083711624;3.122489943631872;WBS;5.84;2019-07-05 00:50:12.570000;WMF;7.59;2019-07-05 00:50:15.330000;
#E108;108;-5161.326320535258;-13763.08814575245;4.868049279606386;WBS;5.85;2019-07-05 00:50:39.600000;WMF;7.94;2019-07-05 00:50:42.390000;
#E109;109;-3564.079146285484;-13996.899103862776;7.791522583934388;WBS;6.14;2019-07-05 00:53:00.990000;WMF;8.22;2019-07-05 00:53:02.950000;
#E110;110;-3099.078152683164;3219.9094873490208;5.65759497574554;WBS;7.36;2019-07-05 00:54:15.610000;WMF;6.49;2019-07-05 00:54:15.080000;
#E111;111;-3551.5287822879823;1705.3333164352998;5.196084903051301;WBS;7.18;2019-07-05 00:56:53.350000;WMF;6.58;2019-07-05 00:56:52.080000;
#E112;112;-2660.6714489269707;2980.8261388913857;6.507962561771813;WBS;7.43;2019-07-05 00:59:19.310000;WMF;6.59;2019-07-05 00:59:18.740000;
#E113;113;-3924.249282210659;-5322.938249113926;6.0605915873002765;WBS;6.67;2019-07-05 00:59:36.800000;WMF;7.29;2019-07-05 00:59:37.360000;
#E114;114;-3679.3463101676602;2078.50022046996;4.907802728988491;WBS;7.18;2019-07-05 01:04:17.510000;WMF;6.52;2019-07-05 01:04:16.230000;
#E115;115;-1232.5998668695263;3719.6203299906206;-2.2027588122720134;WBS;6.77;2019-07-05 01:05:31.120000;WMF;5.8;2019-07-05 01:05:29.570000;
#E116;116;-1065.6785735020305;2988.1241765851946;-0.6731151087421604;WBS;6.85;2019-07-05 01:14:13.630000;WMF;5.99;2019-07-05 01:14:12.100000;
#E117;117;-750.3240114954712;-5228.911369036344;11.479619196114342;WBS;7.26;2019-07-05 01:18:23.500000;WMF;7.76;2019-07-05 01:18:23.880000;
#E118;118;-2370.0471043708017;-747.3144951808038;7.804166165746283;WBS;7.25;2019-07-05 01:24:38.790000;WMF;7.04;2019-07-05 01:24:38.890000;
#E119;119;-3594.342704399578;-6563.925367677711;6.678118885455069;WBS;6.64;2019-07-05 01:33:19.590000;WMF;7.46;2019-07-05 01:33:20.110000;
#E120;120;-4209.628110454352;-10457.181213404461;6.029206163352547;WBS;6.25;2019-07-05 01:35:46.470000;WMF;7.75;2019-07-05 01:35:48.580000;
#E121;121;-325.4854341555608;5323.868994093335;0.7342476250519412;WBS;7.2;2019-07-05 01:39:35.320000;WMF;5.9;2019-07-05 01:39:34.430000;
#E122;122;-4536.754864471068;-10092.743711607018;5.365214267584753;WBS;6.21;2019-07-05 01:43:25.870000;WMF;7.66;2019-07-05 01:43:27.760000;
#E123;123;-4085.3431303615275;-9772.31915973732;6.150238481567841;WBS;6.32;2019-07-05 01:46:02.560000;WMF;7.7;2019-07-05 01:46:04.660000;
#E124;124;343.48049396604716;2303.7715460047666;12.441967932664438;WBS;7.98;2019-07-05 01:52:06.630000;WMF;7.17;2019-07-05 01:52:05.520000;
#E125;125;-828.7156825670244;-250.96592352085293;10.634118671642474;WBS;7.58;2019-07-05 01:53:01.800000;WMF;7.24;2019-07-05 01:53:01.450000;
#E126;126;-462.9055853629494;5192.669561255451;-3.263726042038159;WBS;6.82;2019-07-05 02:01:50.470000;WMF;5.57;2019-07-05 02:01:48.920000;
#E127;127;-3793.970163527996;3831.531431611151;3.5111489517089356;WBS;7.2;2019-07-05 02:04:40.930000;WMF;6.25;2019-07-05 02:04:39.720000;
#E128;128;-872.6309237523488;-483.98002316511656;10.641253388252993;WBS;7.56;2019-07-05 02:10:09.520000;WMF;7.26;2019-07-05 02:10:09.030000;
#E129;129;-686.7577123843479;2932.8050918547283;-0.4030306279314209;WBS;6.88;2019-07-05 02:19:51.160000;WMF;6.01;2019-07-05 02:19:49.640000;
#E130;130;-4651.99775913162;-9466.22756929872;4.939386259808156;WBS;6.22;2019-07-05 02:21:46.350000;WMF;7.57;2019-07-05 02:21:48.430000;
#E131;131;-3673.697079315147;3577.537682957901;3.6855972698982185;WBS;7.2;2019-07-05 02:25:13.880000;WMF;6.29;2019-07-05 02:25:12.560000;
#E132;132;-4619.0178424077385;-11793.39220265237;5.337619685479495;WBS;6.07;2019-07-05 02:28:06.500000;WMF;7.81;2019-07-05 02:28:09.190000;
#E133;133;-1652.746272783422;-35.04142371309786;8.988441609792018;WBS;7.43;2019-07-05 02:32:26.070000;WMF;7.08;2019-07-05 02:32:25.730000;
#E134;134;-318.9820984325468;-1492.491934828282;11.935780246739146;WBS;7.61;2019-07-05 02:41:58.650000;WMF;7.46;2019-07-05 02:41:58.210000;
#E135;135;-581.2955656045184;3285.300101830202;-1.3093898647843216;WBS;6.83;2019-07-05 02:45:19.350000;WMF;5.9;2019-07-05 02:45:17.770000;
#E136;136;-524.5657324499764;2487.959552505215;2.4350855841787142;WBS;7.11;2019-07-05 02:49:50.930000;WMF;6.29;2019-07-05 02:49:49.920000;
#E137;137;-4155.507466620154;-17556.53485231385;7.574511108599319;WBS;5.81;2019-07-05 02:54:04.370000;WMF;8.51;2019-07-05 02:54:07.190000;
#E138;138;-3262.8497280271467;-10413.82803350625;7.8192199028329314;WBS;6.44;2019-07-05 02:57:57.880000;WMF;7.9;2019-07-05 02:57:59.900000;
#E139;139;-342.7750500074561;-4578.325137340638;12.583689843859862;WBS;7.42;2019-07-05 03:00:00;WMF;7.79;2019-07-05 03:00:00.370000;
#E140;140;-585.6742937228504;45.68066139407386;11.208522700336408;WBS;7.66;2019-07-05 03:02:12.880000;WMF;7.26;2019-07-05 03:02:12.230000;
#E141;141;-4814.588029777534;-8889.20190158969;4.479775032982825;WBS;6.22;2019-07-05 03:04:40.930000;WMF;7.48;2019-07-05 03:04:42.970000;
#E142;142;-288.894202332925;636.770859214652;11.705739795462556;WBS;7.76;2019-07-05 03:06:31.330000;WMF;7.25;2019-07-05 03:06:30.570000;
#E143;143;-3623.320692826061;-6904.95200554255;6.5318149535241465;WBS;6.6;2019-07-05 03:15:27.810000;WMF;7.48;2019-07-05 03:15:28.980000;
#E144;144;-2475.7355482512794;452.08452980027806;7.036555440324962;WBS;7.28;2019-07-05 03:16:59.700000;WMF;6.87;2019-07-05 03:16:59.650000;
#E145;145;-3240.8582892347245;-6698.3600814525735;7.221778319224213;WBS;6.69;2019-07-05 03:17:52.200000;WMF;7.52;2019-07-05 03:17:53.360000;
#E146;146;-470.4935557542765;-5437.260865734116;12.497804201859484;WBS;7.34;2019-07-05 03:20:03.700000;WMF;7.86;2019-07-05 03:20:04.110000;
#E147;147;-2669.179033262136;2703.5858221175604;5.907668447712836;WBS;7.36;2019-07-05 03:24:07.180000;WMF;6.57;2019-07-05 03:24:06.280000;
#E148;148;-628.4862154955454;2040.5061815247345;2.7742659125711;WBS;7.1;2019-07-05 03:31:31.680000;WMF;6.36;2019-07-05 03:31:30.960000;
#E149;149;-5011.048727529006;-11589.430270280513;4.48789626103017;WBS;6.0;2019-07-05 03:41:15.920000;WMF;7.72;2019-07-05 03:41:18.650000;
#E150;150;-3268.5195359655413;-4496.514313313235;6.808834579482966;WBS;6.83;2019-07-05 03:42:11.060000;WMF;7.29;2019-07-05 03:42:11.640000;
#E151;151;-2913.224299941072;2159.1180257982082;5.481343494850739;WBS;7.27;2019-07-05 03:43:11.790000;WMF;6.58;2019-07-05 03:43:10.560000;
#E152;152;512.2339443666499;-12.345826785168756;13.491411861305911;WBS;7.89;2019-07-05 03:46:23.520000;WMF;7.46;2019-07-05 03:46:22.750000;
#E153;153;865.1130801001872;2590.003186439486;13.734794644322651;WBS;8.13;2019-07-05 03:50:25.010000;WMF;7.25;2019-07-05 03:50:24.080000;
#E154;154;-2204.296237215767;2.3695656243461745;7.730881363502327;WBS;7.31;2019-07-05 03:55:28.470000;WMF;6.97;2019-07-05 03:55:27.650000;
