phase;date_clock;tsec;t0_loc;xloc;yloc;zloc;eigval_max;eigval_mid;eigval_min;eigvec_max_e;eigvec_max_n;eigvec_max_u;eigvec_mid_e;eigvec_mid_n;eigvec_mid_u;mom;fc_p;fc_s;rad;sd;mw;energy;src_nrcv;src_misfit;mom_sdev;fc_sdev;snr_loc;orthogonality;distance_rcv;noise_level_acc
2;27:04:19:11:47:00;560820.0;0.2468;335288.5;4262940.2;342.2;65.13;52.49;9.70;0.84904;0.10514;-0.51776;-0.10881;0.99379;0.02338;4.0727e+06;85.1;90.1;10.03;1765.993;-1.593;1.2870e-01;10;0.2740;1.8040e+06;2.5;2.5;0.753;1320.3;2.0390e-06
2;27:04:19:11:47:21;560841.0;0.8524;335414.0;4263088.4;421.5;85.37;19.75;15.19;0.88462;-0.26101;-0.38642;0.26126;0.96382;-0.05293;1.4897e+06;152.1;106.9;6.59;2274.787;-1.885;6.2842e-02;10;0.2597;9.7074e+05;22.6;2.0;0.576;1357.2;2.0316e-06
2;27:04:19:11:47:22;560842.0;0.6545;335407.3;4263135.0;456.3;102.34;72.68;28.55;0.44357;-0.84089;-0.31008;0.80292;0.52656;-0.27939;2.4636e+06;150.0;98.8;6.90;3274.485;-1.739;1.4813e-01;11;0.2621;9.8137e+05;25.6;4.8;0.793;1396.4;2.3834e-06
2;27:04:19:11:47:33;560853.0;0.3621;335401.1;4263144.7;397.6;70.70;40.74;15.24;0.84146;-0.34865;-0.41278;0.36956;0.92869;-0.03106;2.2995e+06;131.5;153.7;6.16;4308.800;-1.759;1.8374e-01;10;0.3231;1.4284e+06;11.1;3.4;0.742;1343.0;2.2771e-06
2;27:04:19:11:48:01;560881.0;0.7189;335362.2;4263063.2;345.0;62.06;47.41;9.75;0.87392;-0.16627;-0.45676;0.17783;0.98390;-0.01790;2.3497e+06;120.1;108.4;7.53;2408.192;-1.753;1.0326e-01;10;0.2857;9.9796e+05;5.8;3.3;0.616;1298.1;1.9420e-06
2;27:04:19:11:48:05;560885.0;0.6250;335417.5;4263063.3;470.5;56.20;42.20;25.54;0.41760;-0.87000;-0.26213;0.80471;0.48808;-0.33797;1.2831e+07;217.7;126.6;5.07;43028.957;-1.261;1.0138e+01;11;0.3493;3.9459e+06;45.5;10.2;0.856;1401.9;2.8209e-06
2;27:04:19:11:49:36;560976.0;0.5505;335380.0;4263059.0;458.3;23.97;17.76;14.76;0.24097;0.01419;0.97043;-0.61951;0.77194;0.14255;1.0004e+07;147.2;96.3;7.06;12435.788;-1.333;2.2843e+00;11;0.3027;2.9017e+06;25.5;10.2;0.911;1400.2;2.1325e-06
2;27:04:19:11:50:21;561021.0;0.1460;335239.1;4263103.4;331.9;122.35;70.54;19.85;0.79075;-0.25917;-0.55457;0.26668;0.96131;-0.06900;2.5837e+06;102.0;121.7;7.94;2260.168;-1.725;1.0634e-01;11;0.2598;2.8772e+06;9.8;2.7;0.758;1333.6;1.9991e-06
2;27:04:19:11:50:36;561036.0;0.1145;335349.4;4263080.1;443.8;48.00;35.17;22.87;0.59121;-0.61897;-0.51706;0.43953;-0.29026;0.85004;9.1026e+06;217.0;135.8;4.90;33929.582;-1.361;5.7275e+00;11;0.3343;2.5187e+06;40.6;8.8;0.832;1396.6;4.7095e-06
2;27:04:19:11:50:38;561038.0;0.9190;335385.7;4263137.4;435.4;109.50;85.80;30.58;-0.23157;-0.97204;-0.03877;-0.88225;0.19306;0.42939;3.6971e+06;177.3;98.5;6.38;6232.404;-1.621;4.2730e-01;11;0.3084;8.6479e+05;39.4;3.5;0.746;1382.6;2.1760e-06
2;27:04:19:11:50:43;561043.0;0.3830;335371.5;4263055.5;431.1;41.29;24.05;15.24;0.22217;-0.00432;0.97500;0.74656;-0.64245;-0.17296;8.6211e+06;208.9;163.7;4.56;39752.472;-1.376;6.3555e+00;11;0.3407;2.2151e+06;22.6;7.2;0.854;1376.6;4.7479e-06
2;27:04:19:11:50:52;561052.0;0.9145;335248.8;4263077.0;393.1;150.65;89.10;30.06;0.83930;-0.08169;-0.53750;0.10699;0.99413;0.01598;2.2044e+06;142.3;99.6;7.18;2608.826;-1.771;1.0290e-01;10;0.2308;1.2752e+06;21.3;3.1;0.799;1384.0;2.1660e-06
2;27:04:19:11:50:58;561058.0;0.5212;335335.0;4263030.2;367.0;68.66;38.96;9.96;0.88167;-0.07564;-0.46576;0.08418;0.99645;-0.00247;2.2643e+06;131.0;148.5;6.31;3944.530;-1.763;1.6299e-01;10;0.2967;1.2295e+06;8.7;2.6;0.660;1326.4;1.9349e-06
2;27:04:19:11:51:17;561077.0;0.7150;335385.3;4263051.8;427.5;22.35;18.77;14.26;0.10450;0.10406;0.98907;0.70704;-0.70717;-0.00030;3.6626e+07;180.6;100.4;6.26;65289.928;-0.957;4.4347e+01;11;0.3229;1.4029e+07;40.1;11.6;0.802;1368.9;2.1897e-06
2;27:04:19:11:51:20;561080.0;0.3495;335356.8;4263165.2;396.2;158.14;86.14;24.15;0.34939;-0.87204;-0.34274;0.82005;0.46155;-0.33836;6.9090e+06;136.3;123.0;6.63;10355.910;-1.440;1.3057e+00;11;0.3024;2.5275e+06;6.7;4.1;0.829;1357.3;4.9141e-06
2;27:04:19:11:51:30;561090.0;0.6935;335344.0;4263083.0;442.1;64.20;25.36;21.26;0.58699;-0.70953;-0.38988;0.53403;0.70129;-0.47224;8.4144e+07;256.4;97.3;5.52;219168.748;-0.717;3.4200e+02;11;0.3250;5.4529e+07;79.5;14.6;0.854;1396.9;3.6548e-06
2;27:04:19:11:51:50;561110.0;0.1943;335357.5;4263125.2;382.0;358.92;245.43;62.66;0.81796;-0.19608;-0.54083;0.25070;0.96765;0.02833;2.6862e+06;154.3;143.4;5.79;6058.259;-1.714;2.9698e-01;7;0.2088;5.6099e+06;5.3;2.4;0.452;1339.2;2.8540e-06
2;27:04:19:11:52:15;561135.0;0.6959;335249.3;4263108.8;353.0;68.30;65.24;9.50;0.86245;-0.05208;-0.50346;0.09369;0.99393;0.05768;2.7928e+06;119.2;112.6;7.43;2984.048;-1.703;1.5176e-01;11;0.2969;1.4852e+06;3.3;3.4;0.785;1349.2;2.2834e-06
2;27:04:19:11:52:18;561138.0;0.8091;335379.3;4263112.6;430.9;67.21;29.33;9.84;0.85567;-0.31848;-0.40793;0.33009;0.94293;-0.04379;2.6573e+06;168.0;113.6;6.08;5166.782;-1.717;2.5461e-01;11;0.3040;7.7142e+05;27.2;4.9;0.848;1377.8;1.9702e-06
2;27:04:19:11:52:46;561166.0;0.0060;335380.5;4263042.5;459.1;48.29;36.01;30.13;-0.79825;-0.45038;0.39994;0.29526;-0.87133;-0.39192;3.7925e+06;137.6;94.9;7.36;4167.171;-1.614;2.9019e-01;11;0.3051;1.0877e+06;21.4;5.7;0.861;1400.2;2.9054e-06
2;27:04:19:11:54:50;561290.0;0.2060;335437.0;4263052.8;430.8;62.01;25.13;9.55;0.90853;-0.20790;-0.36244;0.21241;0.97678;-0.02784;5.0107e+06;154.9;117.4;6.25;8980.994;-1.533;8.2631e-01;11;0.3259;1.2207e+06;18.8;4.2;0.883;1358.1;2.3023e-06
2;27:04:19:11:55:39;561339.0;0.2874;335359.4;4263086.3;174.0;92.41;32.12;12.30;0.78557;-0.19850;-0.58606;0.22019;0.97483;-0.03502;1.8944e+06;106.8;146.2;7.24;2183.321;-1.815;7.5259e-02;10;0.2657;2.5470e+06;19.7;2.3;0.633;1140.5;2.3215e-06
2;27:04:19:11:55:41;561341.0;0.3320;335403.8;4263157.4;398.4;110.81;87.72;34.99;-0.43311;-0.90080;0.03109;-0.80127;0.40059;0.44439;2.0255e+06;119.7;159.7;6.46;3280.375;-1.796;1.2322e-01;9;0.2599;2.3616e+06;20.0;2.6;0.725;1344.5;2.1288e-06
2;27:04:19:11:55:42;561342.0;0.7162;335293.1;4263180.3;354.5;101.71;84.27;13.34;0.79571;-0.29557;-0.52867;0.33537;0.94183;-0.02179;3.3971e+06;100.8;97.8;8.76;2207.695;-1.646;1.3420e-01;10;0.2922;2.9303e+06;1.5;3.2;0.718;1342.1;2.1094e-06
2;27:04:19:11:57:46;561466.0;0.0325;335315.7;4263053.6;383.6;137.78;125.08;24.17;0.31869;-0.91836;-0.23463;0.77981;0.39475;-0.48588;3.2997e+06;148.7;96.0;7.10;4032.755;-1.654;2.4283e-01;11;0.3102;1.0951e+06;26.4;5.1;0.766;1349.5;2.2614e-06
2;27:04:19:11:57:58;561478.0;0.1310;335298.6;4263143.4;401.9;129.55;123.12;32.55;0.70732;0.64562;-0.28787;0.51679;-0.75014;-0.41258;2.9786e+06;135.1;106.0;7.12;3615.359;-1.684;1.9652e-01;11;0.3075;1.7749e+06;14.6;2.9;0.831;1379.4;2.1914e-06
2;27:04:19:11:58:25;561505.0;0.4333;335349.9;4263155.7;368.6;63.90;42.09;9.65;0.80346;-0.36695;-0.46883;0.38878;0.91977;-0.05363;3.1092e+06;138.1;98.3;7.29;3517.165;-1.672;1.9956e-01;10;0.2979;8.4753e+05;19.9;3.2;0.713;1332.4;1.8824e-06
2;27:04:19:11:58:27;561507.0;0.6175;335386.9;4263067.3;447.3;24.34;20.97;18.51;-0.62505;0.41463;0.66136;0.51096;-0.42319;0.74822;1.4132e+07;243.6;166.6;4.17;85056.789;-1.233;2.2072e+01;11;0.3398;3.6474e+06;38.5;8.9;0.858;1388.1;2.2537e-06
2;27:04:19:11:58:33;561513.0;0.6355;335362.3;4263123.7;471.3;89.47;49.59;42.79;0.44985;-0.80803;-0.38042;0.53258;0.58463;-0.61201;6.1751e+06;145.3;138.6;6.03;12348.617;-1.473;1.4002e+00;11;0.3076;1.4190e+06;3.4;5.5;0.842;1422.2;2.9747e-06
2;27:04:19:11:58:53;561533.0;0.4254;335334.2;4263120.2;388.6;59.67;50.98;9.65;0.84577;-0.25341;-0.46952;0.27484;0.96120;-0.02368;4.0152e+06;141.8;107.6;6.89;5380.046;-1.598;3.9420e-01;11;0.2880;1.5998e+06;17.1;4.7;0.736;1352.5;1.9723e-06
2;27:04:19:11:58:58;561538.0;0.2310;335239.5;4263027.6;349.5;132.38;80.73;24.55;-0.78214;-0.19904;0.59046;0.13782;-0.97940;-0.14758;2.6800e+06;151.4;141.9;5.86;5811.998;-1.715;2.8365e-01;11;0.2991;1.0938e+06;4.7;3.4;0.641;1345.5;1.9864e-06
2;27:04:19:11:59:03;561543.0;0.9098;335247.5;4263065.0;127.2;104.05;66.30;15.03;-0.61974;0.07863;0.78086;0.11801;0.99299;-0.00634;1.4385e+06;150.4;128.5;6.39;2412.237;-1.895;5.8565e-02;8;0.2559;1.5688e+06;10.9;2.1;0.686;1143.5;2.2996e-06
2;27:04:19:11:59:53;561593.0;0.2480;335355.5;4263032.3;441.9;22.24;13.79;12.18;0.34006;-0.04148;0.93949;-0.14768;0.98428;0.09691;5.2615e+06;143.2;98.0;7.09;6453.377;-1.519;6.2968e-01;11;0.3145;1.3344e+06;22.6;4.1;0.759;1390.8;2.1566e-06
2;27:04:19:11:59:57;561597.0;0.6960;335385.0;4263062.7;425.9;19.92;14.90;13.32;0.33351;-0.07893;0.93944;-0.46306;0.85429;0.23617;6.0289e+06;228.3;145.9;4.60;27032.137;-1.480;3.0223e+00;11;0.3508;1.5617e+06;41.2;8.1;0.854;1368.0;3.0196e-06
2;27:04:19:12:00:01;561601.0;0.3185;335402.8;4263047.3;414.3;16.63;15.83;12.93;-0.33751;0.12056;-0.93357;-0.62003;0.71776;0.31684;8.4867e+06;165.5;132.6;5.70;20043.882;-1.381;3.1546e+00;11;0.3141;2.2097e+06;16.5;9.5;0.829;1351.1;2.5605e-06
2;27:04:19:12:00:28;561628.0;0.2820;335373.9;4263070.8;428.2;50.01;40.47;28.40;0.15066;0.07297;0.98589;-0.53537;0.84440;0.01932;8.8028e+06;200.8;174.6;4.53;41414.755;-1.370;6.7608e+00;11;0.3531;2.2600e+06;13.1;7.6;0.741;1373.8;2.1462e-06
2;27:04:19:12:00:55;561655.0;0.1825;335386.7;4263036.8;413.6;40.60;21.70;17.02;0.23359;-0.02525;0.97201;0.94885;-0.21247;-0.23354;3.6996e+06;158.3;126.1;5.98;7585.792;-1.621;5.2044e-01;11;0.3030;1.1138e+06;16.1;4.2;0.688;1354.7;2.2581e-06
2;27:04:19:12:01:09;561669.0;0.1590;335273.0;4263134.6;338.7;130.66;69.13;25.50;0.70511;-0.48627;-0.51610;0.46760;0.86601;-0.17712;3.2874e+06;118.4;86.4;8.38;2444.529;-1.655;1.4634e-01;11;0.2953;1.5415e+06;16.0;3.7;0.796;1329.4;2.2720e-06
2;27:04:19:12:04:25;561865.0;0.2397;335511.6;4263067.3;480.4;81.80;26.64;11.56;0.91864;-0.26881;-0.28954;0.27450;0.96135;-0.02160;2.3675e+06;170.9;120.3;5.83;5228.914;-1.750;2.2993e-01;11;0.3220;7.1570e+05;25.3;4.1;0.900;1390.4;2.0863e-06
2;27:04:19:12:04:37;561877.0;0.3980;335350.6;4263103.7;446.9;65.73;53.12;30.02;0.56022;-0.74566;-0.36076;0.69176;0.66072;-0.29141;1.0551e+07;201.9;105.8;5.78;23871.134;-1.318;4.6710e+00;11;0.3083;3.0784e+06;48.0;8.6;0.905;1400.9;2.4414e-06
2;27:04:19:12:04:47;561887.0;0.8890;335407.1;4263026.2;426.6;60.45;37.75;17.81;-0.79984;-0.03741;0.59905;0.59903;0.01310;0.80062;2.8347e+06;161.6;129.7;5.83;6248.064;-1.698;3.2846e-01;11;0.2947;8.2315e+05;16.0;3.0;0.710;1361.0;2.2814e-06
2;27:04:19:12:04:59;561899.0;0.0930;335265.9;4263180.7;383.4;215.55;173.76;38.17;0.69982;-0.48209;-0.52711;0.48072;0.86366;-0.15167;2.5919e+06;109.6;105.3;8.10;2137.637;-1.724;9.9139e-02;11;0.2350;1.7786e+06;2.2;3.0;0.786;1378.7;2.2445e-06
2;27:04:19:12:05:02;561902.0;0.0895;335380.0;4263068.0;485.7;36.91;33.73;20.36;0.05802;-0.44296;-0.89466;0.47780;-0.77454;0.41447;1.6649e+08;210.4;141.7;4.87;630954.569;-0.519;1.9288e+03;11;0.3414;7.3380e+07;34.4;14.6;0.821;1426.9;8.1265e-06
2;27:04:19:12:05:48;561948.0;0.9615;335353.6;4263075.5;449.2;66.19;33.14;28.83;0.41080;-0.86383;-0.29162;0.05538;0.34290;-0.93774;9.8460e+06;181.0;118.9;5.73;22931.047;-1.338;4.1870e+00;11;0.3282;2.4489e+06;31.0;5.8;0.863;1400.2;2.1655e-06
2;27:04:19:12:05:58;561958.0;0.1059;335575.4;4263051.1;260.8;58.47;14.13;11.31;0.82243;-0.49116;-0.28701;0.45687;0.87089;-0.18118;1.6118e+06;116.2;165.9;6.51;2550.547;-1.862;7.6237e-02;10;0.2704;1.7291e+06;24.9;2.1;0.612;1162.2;2.2309e-06
2;27:04:19:12:06:05;561965.0;0.0670;335400.3;4263074.0;441.1;76.67;58.36;17.02;-0.11306;-0.99217;-0.05312;-0.92038;0.08444;0.38180;6.6787e+07;205.6;125.1;5.24;202624.359;-0.784;2.4849e+02;11;0.3142;2.3909e+07;40.2;14.0;0.867;1378.8;2.8553e-06
2;27:04:19:12:07:11;562031.0;0.9602;335377.0;4263098.2;410.6;69.94;43.11;10.15;0.84814;-0.26564;-0.45836;0.28118;0.95900;-0.03549;3.9842e+06;146.4;117.0;6.45;6490.660;-1.600;4.7957e-01;11;0.3130;1.3055e+06;14.7;5.0;0.784;1358.0;2.2790e-06
2;27:04:19:12:07:15;562035.0;0.7510;335367.8;4263098.6;410.0;79.87;45.83;23.88;0.58019;-0.72550;-0.37017;0.67665;0.68232;-0.27673;6.9674e+06;188.7;109.0;5.87;15075.053;-1.438;1.9478e+00;11;0.3468;2.0919e+06;39.9;7.8;0.827;1360.2;2.6488e-06
2;27:04:19:12:07:22;562042.0;0.2660;335341.2;4263056.1;310.5;83.13;23.61;10.77;0.85902;-0.13015;-0.49511;0.14271;0.98968;-0.01256;1.6862e+06;115.0;124.4;7.36;1847.082;-1.849;5.5731e-02;9;0.2556;2.1905e+06;4.7;2.2;0.790;1272.2;2.0219e-06
2;27:04:19:12:07:37;562057.0;0.5156;335328.6;4263037.3;406.4;85.74;42.70;10.52;0.88420;-0.08684;-0.45896;0.09632;0.99535;-0.00276;2.9724e+06;125.0;90.9;7.97;2569.662;-1.685;1.3938e-01;11;0.3121;9.0755e+05;17.1;2.9;0.693;1365.9;1.9489e-06
2;27:04:19:12:08:30;562110.0;0.6255;335263.0;4263084.9;351.2;70.35;50.31;9.69;0.83348;-0.14003;-0.53452;0.16208;0.98676;-0.00578;2.3401e+06;138.8;119.6;6.69;3419.286;-1.754;1.4317e-01;11;0.3133;1.3073e+06;9.6;2.8;0.635;1340.3;2.0165e-06
2;27:04:19:12:09:26;562166.0;0.0805;335371.7;4263154.0;425.6;79.81;31.87;10.30;0.80050;-0.43031;-0.41717;0.44350;0.89349;-0.07062;2.3144e+06;112.3;136.8;7.10;2825.849;-1.757;1.2129e-01;11;0.2830;1.9720e+06;12.2;3.2;0.734;1379.2;2.0790e-06
2;27:04:19:12:10:02;562202.0;0.2745;335396.0;4263056.0;449.9;40.58;32.60;19.60;0.09492;0.09474;0.99097;0.72945;-0.68402;-0.00448;6.1879e+06;176.1;154.8;5.15;19871.916;-1.472;2.2579e+00;11;0.3281;1.6466e+06;10.7;6.1;0.784;1387.5;2.2991e-06
2;27:04:19:12:10:05;562205.0;0.8025;335301.7;4263148.7;333.4;68.01;27.42;9.69;0.79912;-0.29502;-0.52380;0.32084;0.94614;-0.04340;2.8864e+06;128.0;141.2;6.57;4457.241;-1.693;2.3021e-01;11;0.2908;1.6258e+06;6.6;2.7;0.542;1315.3;1.9350e-06
2;27:04:19:12:10:22;562222.0;0.6807;335418.6;4263086.6;333.9;60.14;23.51;9.99;0.86217;-0.27760;-0.42379;0.28645;0.95708;-0.04415;7.2407e+06;187.3;116.3;5.75;16671.254;-1.427;2.2028e+00;11;0.3089;3.1051e+06;35.5;6.4;0.842;1271.8;2.4345e-06
2;27:04:19:12:14:16;562456.0;0.1193;335244.8;4263033.6;355.6;358.20;167.53;54.27;-0.74317;-0.16848;0.64754;0.01969;-0.97287;-0.23052;3.7857e+06;126.9;132.8;6.76;5361.060;-1.615;3.6315e-01;11;0.3005;1.0413e+06;2.9;3.4;0.578;1349.1;2.2070e-06
2;27:04:19:12:22:35;562955.0;0.3940;335380.8;4263087.1;442.2;63.49;37.51;29.67;0.32058;-0.90711;-0.27273;0.73709;0.41974;-0.52965;5.6276e+06;153.1;131.8;5.97;11574.203;-1.500;1.2079e+00;11;0.3343;1.4870e+06;10.7;7.0;0.834;1386.2;2.1479e-06
2;27:04:19:12:25:11;563111.0;0.5912;335460.7;4263039.5;457.5;69.43;20.06;9.58;0.92202;-0.17964;-0.34295;0.18218;0.98295;-0.02509;2.3126e+06;124.0;151.9;6.42;3816.928;-1.757;1.6208e-01;11;0.2862;4.2691e+06;13.9;3.3;0.740;1377.7;2.1985e-06
2;27:04:19:12:25:32;563132.0;0.1173;335442.8;4263025.1;442.1;65.16;12.98;9.62;0.93915;-0.11527;-0.32359;0.11623;0.99309;-0.01642;1.8867e+06;123.5;124.1;6.94;2464.901;-1.816;8.5394e-02;11;0.2482;1.9359e+07;0.3;2.8;0.743;1366.7;2.2281e-06
2;27:04:19:12:26:47;563207.0;0.1635;335375.0;4263058.1;456.5;30.74;24.84;17.55;0.11116;0.09096;0.98963;0.69946;-0.71455;-0.01289;9.7671e+06;199.8;156.9;4.77;39461.461;-1.340;7.0771e+00;11;0.3225;2.2356e+06;21.4;6.4;0.750;1399.9;2.1577e-06
2;27:04:19:12:28:05;563285.0;0.5800;335407.9;4263040.5;460.2;28.93;26.61;11.48;-0.09369;0.20989;0.97322;0.81975;-0.53849;0.19505;2.4604e+06;148.0;107.6;6.67;3628.978;-1.739;1.6395e-01;11;0.2716;1.4448e+06;20.2;5.1;0.856;1393.5;2.2226e-06
2;27:04:19:12:28:07;563287.0;0.2612;335342.4;4263063.6;395.2;59.55;21.23;9.65;0.87564;-0.16051;-0.45551;0.17059;0.98515;-0.01922;1.0414e+07;205.1;134.6;5.10;34259.280;-1.322;6.5110e+00;11;0.3382;4.4690e+06;35.2;11.0;0.890;1352.0;2.2904e-06
2;27:04:19:12:36:04;563764.0;0.6863;335325.0;4263048.6;388.3;77.20;45.99;10.41;0.87422;-0.11830;-0.47090;0.12867;0.99163;-0.01025;2.6782e+06;103.0;133.7;7.65;2612.673;-1.715;1.2769e-01;9;0.2640;2.1629e+06;15.4;2.6;0.731;1350.5;2.0593e-06
2;27:04:19:13:18:27;566307.0;0.6315;335372.0;4263033.1;422.2;26.66;18.99;15.92;-0.82455;0.07172;0.56122;0.54677;-0.15398;0.82300;9.7315e+06;193.2;141.8;5.08;32419.767;-1.341;5.8508e+00;11;0.3263;3.3013e+06;25.7;7.8;0.795;1367.1;3.1541e-06
2;27:04:19:13:35:20;567320.0;0.0746;335232.1;4263126.5;381.4;69.67;32.04;9.68;0.81389;-0.19501;-0.54731;0.22370;0.97455;-0.01457;2.3894e+06;129.2;119.1;6.98;3067.552;-1.748;1.3115e-01;7;0.2337;1.7917e+06;4.9;2.8;0.761;1383.6;2.3172e-06
2;27:04:19:13:36:47;567407.0;0.8510;335250.8;4263084.7;370.3;120.44;31.23;23.93;0.78101;-0.26889;-0.56366;0.21362;0.96314;-0.16347;3.8907e+06;138.1;115.8;6.81;5401.197;-1.607;3.7602e-01;10;0.2964;1.0298e+06;11.2;5.5;0.872;1362.7;2.5734e-06
2;27:04:19:13:38:40;567520.0;0.4862;335405.0;4263097.2;216.6;59.99;27.68;9.53;0.84430;-0.29136;-0.44974;0.30529;0.95128;-0.04316;1.8711e+06;134.5;152.1;6.14;3538.871;-1.819;1.2059e-01;10;0.2646;1.1829e+06;8.8;2.7;0.863;1165.5;2.8497e-06
2;27:04:19:13:39:49;567589.0;0.1620;335316.4;4263067.0;385.2;98.56;67.91;26.99;0.85355;-0.20009;-0.48107;0.20134;0.97826;-0.04966;4.2740e+06;152.8;150.7;5.71;10066.970;-1.579;7.8517e-01;11;0.3253;1.3305e+06;1.1;5.1;0.765;1351.4;3.4718e-06
2;27:04:19:13:43:37;567817.0;0.8752;335359.1;4263044.0;386.6;69.53;53.24;11.58;0.88685;-0.11792;-0.44676;0.12709;0.99185;-0.00951;3.4804e+06;149.2;116.2;6.47;5634.203;-1.639;3.5784e-01;10;0.3257;1.6437e+06;16.5;5.1;0.627;1337.5;3.2270e-06
2;27:04:19:13:45:26;567926.0;0.1195;335315.1;4263070.0;381.9;128.93;114.90;25.85;0.53049;-0.76033;-0.37480;0.68482;0.64499;-0.33914;4.1085e+06;123.1;91.8;8.00;3516.486;-1.591;2.6365e-01;11;0.3097;4.1759e+06;15.7;4.1;0.847;1348.8;2.5400e-06
2;27:04:19:13:46:04;567964.0;0.6555;335274.2;4263165.3;370.6;159.95;153.57;33.52;-0.60927;-0.75816;0.23233;0.57386;-0.62378;-0.53064;3.1956e+06;82.8;108.2;9.56;1598.265;-1.664;9.1388e-02;8;0.2576;8.3215e+06;12.6;2.2;0.644;1361.8;2.3066e-06
2;27:04:19:13:47:23;568043.0;0.3995;335285.5;4263028.9;414.9;166.61;133.38;41.34;-0.80865;0.07490;0.58350;-0.04191;-0.99668;0.06986;4.1008e+06;118.0;92.0;8.17;3285.352;-1.591;2.4586e-01;10;0.3111;3.0566e+06;13.0;3.4;0.811;1388.4;2.5403e-06
2;27:04:19:13:47:25;568045.0;0.5830;335345.7;4263121.3;350.6;82.78;36.79;19.51;0.55398;-0.72263;-0.41340;0.65961;0.68395;-0.31164;9.0665e+06;159.3;114.4;6.33;15619.691;-1.362;2.5340e+00;11;0.3220;2.9206e+06;22.4;9.9;0.853;1313.1;3.3116e-06
2;27:04:19:13:47:45;568065.0;0.9160;335301.8;4263113.1;390.7;138.08;120.79;39.68;-0.06266;-0.99426;-0.08672;-0.88331;0.01480;0.46856;2.3739e+06;132.3;118.3;6.86;3218.265;-1.750;1.3942e-01;9;0.2561;9.8707e+05;7.0;2.6;0.808;1364.8;2.7631e-06
2;27:04:19:13:47:52;568072.0;0.5350;335380.2;4263116.7;447.3;101.61;55.02;41.31;0.33109;-0.89132;-0.30971;0.77547;0.44403;-0.44887;2.7644e+06;127.6;116.0;7.00;3528.351;-1.706;1.8088e-01;10;0.2790;4.7840e+06;5.8;4.2;0.875;1393.5;2.2239e-06
2;27:04:19:13:48:05;568085.0;0.5843;335423.4;4263109.2;385.2;76.87;34.85;11.40;0.84434;-0.38583;-0.37179;0.39139;0.91801;-0.06383;2.1640e+06;119.9;168.6;6.34;3711.384;-1.776;1.4894e-01;5;0.2184;3.5111e+06;23.7;2.0;0.792;1321.4;2.4842e-06
2;27:04:19:13:48:15;568095.0;0.0677;335353.5;4263090.9;372.4;61.63;24.90;9.65;0.85796;-0.23432;-0.45717;0.24673;0.96851;-0.03337;2.5418e+06;146.6;148.9;5.88;5471.263;-1.730;2.5378e-01;11;0.2981;2.0616e+06;1.2;3.7;0.702;1328.5;2.4918e-06
2;27:04:19:13:48:17;568097.0;0.4684;335308.2;4263081.0;353.1;62.71;23.59;9.71;0.84729;-0.16175;-0.50590;0.17880;0.98377;-0.01507;2.2072e+06;153.0;117.5;6.39;3699.178;-1.771;1.4610e-01;10;0.2684;2.9476e+06;17.8;3.4;0.802;1325.1;2.3517e-06
2;27:04:19:13:48:49;568129.0;0.9454;335364.0;4263142.4;340.6;62.49;23.61;9.73;0.80054;-0.35960;-0.47940;0.37596;0.92432;-0.06553;3.2086e+06;144.0;131.0;6.30;5610.486;-1.662;3.2211e-01;10;0.3080;2.6301e+06;6.5;3.4;0.827;1300.0;2.4565e-06
2;27:04:19:13:48:53;568133.0;0.4685;335396.3;4263063.6;412.1;66.09;31.75;28.72;0.53061;-0.77215;-0.34962;0.32152;0.56500;-0.75987;1.9006e+06;125.2;124.6;6.87;2563.820;-1.814;9.0363e-02;8;0.2703;1.1432e+06;0.3;3.1;0.792;1351.5;2.5167e-06
2;27:04:19:13:49:21;568161.0;0.5565;335354.3;4263068.1;451.6;68.92;35.73;23.88;0.70342;-0.57430;-0.41877;0.52199;0.81730;-0.24404;2.0560e+07;151.9;100.0;6.82;28412.508;-1.125;1.0833e+01;11;0.2891;5.7937e+06;25.9;13.8;0.907;1401.9;3.0275e-06
2;27:04:19:13:49:22;568162.0;0.8090;335354.3;4263134.2;435.9;231.99;54.50;24.19;0.31513;-0.87860;-0.35882;0.77218;0.45718;-0.44128;nan;nan;nan;nan;nan;nan;nan;0;nan;nan;nan;2.4;0.770;1392.0;4.7055e-06
2;27:04:19:13:49:53;568193.0;0.2098;335365.5;4263051.8;356.2;58.57;26.81;9.66;0.88148;-0.14065;-0.45078;0.15024;0.98854;-0.01465;4.0670e+06;156.0;158.9;5.52;10587.779;-1.594;7.8580e-01;11;0.3141;1.6684e+06;1.4;3.9;0.743;1307.0;2.4109e-06
2;27:04:19:13:50:09;568209.0;0.2860;335360.8;4263149.2;393.6;159.71;92.28;27.80;0.52854;-0.73183;-0.43019;0.70274;0.66149;-0.26189;5.9086e+06;189.6;89.5;6.60;8992.484;-1.486;9.6960e-01;11;0.3320;3.0460e+06;50.0;5.3;0.836;1351.7;2.5485e-06
2;27:04:19:13:50:54;568254.0;0.7738;335321.2;4263089.2;427.8;110.29;52.95;13.88;0.86189;-0.21012;-0.46151;0.22361;0.97433;-0.02600;1.3436e+06;141.0;152.6;5.96;2770.193;-1.914;6.7921e-02;10;0.2522;1.4559e+07;5.8;2.3;0.683;1391.1;2.0287e-06
