phase;date_clock;tsec;t0_loc;xloc;yloc;zloc;eigval_max;eigval_mid;eigval_min;eigvec_max_e;eigvec_max_n;eigvec_max_u;eigvec_mid_e;eigvec_mid_n;eigvec_mid_u;mom;fc_p;fc_s;rad;sd;mw;energy;src_nrcv;src_misfit;mom_sdev;fc_sdev;snr_loc;orthogonality;distance_rcv;noise_level_acc
2;28:04:19:09:32:14;639134.0;0.4090;335378.7;4263036.4;392.1;87.97;45.40;23.75;0.66159;-0.60647;-0.44101;0.53537;0.79382;-0.28849;6.1284e+06;170.7;137.9;5.51;16066.321;-1.475;1.8259e+00;11;0.3157;1.4535e+06;16.4;5.0;0.810;1336.4;2.0964e-06
2;28:04:19:09:32:36;639156.0;0.3191;335502.3;4263071.5;444.1;69.71;27.82;10.60;0.92078;-0.29986;-0.24949;0.30219;0.95278;-0.02982;2.3590e+06;128.1;129.4;6.70;3429.044;-1.752;1.4724e-01;9;0.2834;1.4153e+06;0.7;2.5;0.813;1357.0;2.0745e-06
2;28:04:19:09:32:46;639166.0;0.3518;335268.3;4263100.6;309.5;75.63;67.62;9.96;0.84906;-0.14619;-0.50767;0.17354;0.98480;0.00667;3.4785e+06;146.3;122.5;6.37;5893.090;-1.639;3.7330e-01;11;0.3018;1.4264e+06;11.9;3.4;0.866;1301.3;2.3691e-06
2;28:04:19:09:33:03;639183.0;0.7429;335248.5;4263110.0;313.2;69.27;56.10;9.49;0.84206;-0.15037;-0.51800;0.18042;0.98356;0.00778;1.7355e+06;151.9;137.7;5.93;3644.341;-1.840;1.1518e-01;11;0.2720;1.5638e+06;7.2;2.6;0.687;1313.4;2.1046e-06
2;28:04:19:09:33:06;639186.0;0.7905;335314.8;4263121.1;337.6;92.37;64.81;30.00;0.67928;-0.54292;-0.49378;0.51987;0.83089;-0.19840;3.6298e+06;174.8;117.3;5.97;7481.408;-1.627;4.8591e-01;11;0.3197;9.7453e+05;28.7;4.1;0.806;1311.6;2.3568e-06
2;28:04:19:09:33:11;639191.0;0.7305;335271.2;4263072.7;356.2;87.40;35.52;33.12;0.76672;-0.31191;-0.56112;0.10451;0.92302;-0.37028;2.7674e+06;145.8;143.5;6.03;5531.569;-1.705;2.7391e-01;10;0.3121;9.1169e+05;1.2;3.6;0.803;1341.0;2.5824e-06
2;28:04:19:09:33:21;639201.0;0.2866;335289.9;4263183.7;351.2;70.88;52.62;9.69;0.79977;-0.27705;-0.53255;0.32107;0.94700;-0.01048;3.0429e+06;84.1;102.0;9.66;1475.751;-1.678;8.0353e-02;7;0.2475;6.6909e+06;8.9;2.4;0.599;1340.7;2.0517e-06
2;28:04:19:09:33:48;639228.0;0.7535;335410.4;4263149.9;419.3;117.50;81.06;30.75;0.48018;-0.81430;-0.32611;0.78590;0.56451;-0.25238;2.7381e+06;136.2;161.7;5.91;5792.833;-1.708;2.9414e-01;11;0.3154;8.2350e+06;12.7;4.1;0.761;1361.7;2.7795e-06
2;28:04:19:09:33:51;639231.0;0.7735;335304.2;4263128.5;444.1;124.48;68.69;25.15;0.63574;-0.63705;-0.43589;0.60267;0.76248;-0.23539;3.2142e+06;148.7;109.0;6.67;4736.153;-1.662;2.7780e-01;10;0.3018;7.2546e+05;19.8;4.6;0.885;1415.3;2.4107e-06
2;28:04:19:09:34:10;639250.0;0.6739;335489.5;4263020.8;435.9;73.81;26.61;9.59;0.93919;-0.11072;-0.32507;0.11376;0.99346;-0.00972;1.6114e+06;148.4;151.0;5.75;3706.927;-1.862;1.0968e-01;8;0.2290;2.2650e+06;1.3;2.2;0.545;1349.7;2.5999e-06
2;28:04:19:09:35:13;639313.0;0.1150;335237.3;4263069.2;310.6;127.68;96.48;35.08;0.71697;-0.43319;-0.54617;0.39249;0.89835;-0.19729;2.9862e+06;167.0;109.5;6.26;5329.864;-1.683;2.8984e-01;11;0.3015;8.0307e+05;28.7;3.0;0.771;1312.6;2.2675e-06
2;28:04:19:09:37:04;639424.0;0.3290;335389.3;4263087.0;429.2;64.40;31.30;28.15;0.49058;-0.79929;-0.34707;0.34859;0.54505;-0.76251;4.3604e+06;175.5;141.8;5.35;12434.820;-1.574;1.0055e+00;11;0.3293;9.1160e+05;16.9;6.2;0.871;1371.3;2.5747e-06
2;28:04:19:09:38:03;639483.0;0.0190;335343.9;4263104.7;385.6;80.70;32.86;26.04;0.64218;-0.59330;-0.48539;0.49013;0.80466;-0.33510;5.6913e+06;124.8;141.9;6.62;8593.872;-1.497;8.9254e-01;11;0.3163;1.9699e+06;8.6;7.8;0.831;1345.2;2.6632e-06
2;28:04:19:09:38:32;639512.0;0.9550;335268.6;4263083.0;379.5;119.15;63.88;29.84;0.81176;-0.27353;-0.51598;0.27016;0.95919;-0.08345;1.9323e+06;165.8;104.7;6.48;3099.955;-1.809;1.0718e-01;9;0.2581;8.9668e+05;30.4;3.0;0.735;1364.2;2.4271e-06
2;28:04:19:09:39:22;639562.0;0.6960;335380.1;4263077.4;395.1;84.22;50.58;16.85;0.58936;-0.72230;-0.36186;0.67902;0.68557;-0.26253;9.5359e+06;148.3;121.0;6.31;16602.163;-1.347;2.9359e+00;11;0.3272;2.2187e+06;13.7;7.6;0.804;1340.8;2.6010e-06
2;28:04:19:09:40:47;639647.0;0.5465;335348.6;4263110.9;378.8;63.46;37.47;18.27;0.68269;-0.57954;-0.44505;0.54967;0.80861;-0.20980;9.8368e+06;160.6;115.2;6.24;17705.385;-1.338;3.1783e+00;11;0.3254;2.6086e+06;22.7;8.4;0.842;1337.7;2.8228e-06
2;28:04:19:09:42:34;639754.0;0.6875;335491.2;4263078.0;465.2;63.51;10.47;9.60;0.90098;-0.28250;-0.32928;0.25112;0.95847;-0.13518;8.8760e+06;240.6;173.8;4.13;55138.978;-1.368;8.9087e+00;11;0.3408;2.3274e+06;33.4;6.6;0.866;1380.3;2.3243e-06
2;28:04:19:09:42:59;639779.0;0.8850;335385.7;4263057.8;448.4;22.97;19.58;17.08;0.49068;-0.69510;-0.52543;-0.26679;0.45420;-0.85001;1.5646e+08;208.3;129.8;5.12;511484.430;-0.537;1.4694e+03;11;0.3597;5.9163e+07;39.2;16.5;0.866;1389.1;3.8260e-06
2;28:04:19:09:43:50;639830.0;0.7541;335537.4;4263023.6;499.1;74.84;44.12;10.69;0.94732;-0.12654;-0.29423;0.13039;0.99144;-0.00657;3.3785e+06;139.5;133.1;6.07;6596.357;-1.648;4.3988e-01;11;0.3351;1.4781e+06;3.2;4.5;0.619;1402.4;2.0714e-06
2;28:04:19:09:44:20;639860.0;0.9260;335298.1;4263131.6;343.8;79.02;69.89;19.15;0.62498;-0.62369;-0.46948;0.59158;0.77079;-0.23645;9.6133e+06;156.1;112.8;6.45;15709.902;-1.345;2.7024e+00;11;0.3257;2.6980e+06;21.7;7.3;0.847;1324.4;2.3791e-06
2;28:04:19:09:47:22;640042.0;0.7500;335320.7;4263090.2;470.1;75.56;56.09;35.60;0.47573;-0.82165;-0.31395;0.75063;0.56530;-0.34204;3.1875e+06;141.5;112.5;6.69;4657.493;-1.664;2.7531e-01;11;0.3125;1.2004e+06;14.5;4.5;0.800;1431.3;2.4969e-06
2;28:04:19:09:54:03;640443.0;0.8434;335262.2;4263019.5;282.3;63.09;43.83;9.99;0.85708;-0.04130;-0.51353;0.04945;0.99877;0.00221;2.4026e+06;123.5;91.4;7.98;2070.197;-1.746;9.0577e-02;9;0.2770;1.8026e+06;16.0;3.1;0.815;1274.7;2.0330e-06
2;28:04:19:09:55:36;640536.0;0.6669;335206.5;4263078.6;301.5;77.08;67.94;9.87;0.83165;-0.09566;-0.54700;0.12080;0.99263;0.01008;3.4784e+06;146.8;100.5;6.98;4482.590;-1.639;2.8371e-01;11;0.2891;7.7221e+05;23.2;2.5;0.706;1318.0;2.0899e-06
2;28:04:19:09:56:09;640569.0;0.1980;335363.1;4263059.1;491.9;53.10;35.14;31.81;0.49834;-0.79524;-0.34533;0.01345;0.40535;-0.91406;2.1767e+06;152.3;144.4;5.76;4973.783;-1.775;1.9879e-01;10;0.2733;1.5176e+06;4.0;3.6;0.842;1437.2;2.4812e-06
2;28:04:19:09:56:45;640605.0;0.0770;335365.8;4263057.1;413.5;22.19;19.85;16.97;-0.01018;0.26139;0.96518;-0.55224;0.80321;-0.22335;1.2037e+07;161.8;130.8;5.81;26901.144;-1.280;6.0050e+00;11;0.3353;3.1589e+06;15.5;10.5;0.898;1361.5;2.9748e-06
2;28:04:19:10:07:59;641279.0;0.6300;335225.4;4263057.9;366.3;165.58;137.42;56.62;-0.16355;-0.98542;0.04699;-0.75241;0.15540;0.64010;3.9912e+06;191.3;130.8;5.35;11390.508;-1.599;8.2789e-01;11;0.3189;1.4098e+06;30.3;3.8;0.669;1367.6;2.5280e-06
2;28:04:19:10:11:43;641503.0;0.4215;335371.8;4263094.9;384.7;72.39;30.49;16.34;0.56380;-0.73566;-0.37540;0.67442;0.67245;-0.30490;6.4171e+06;154.8;109.7;6.51;10163.290;-1.462;1.1902e+00;11;0.3390;1.5628e+06;22.6;6.5;0.826;1334.7;2.4824e-06
2;28:04:19:10:11:49;641509.0;0.5787;335381.7;4263129.0;385.0;60.14;28.73;9.67;0.84485;-0.30129;-0.44211;0.32132;0.94647;-0.03098;3.9494e+07;242.5;116.1;5.12;128840.287;-0.936;9.2857e+01;11;0.3400;1.6659e+07;63.2;9.9;0.854;1335.0;2.3278e-06
2;28:04:19:10:12:38;641558.0;0.6560;335381.7;4263087.8;405.1;52.43;32.20;16.39;0.50666;-0.79432;-0.33518;0.73522;0.60113;-0.31321;1.8531e+07;152.6;128.3;6.05;36615.630;-1.155;1.2583e+01;11;0.3025;4.1280e+06;12.1;12.5;0.857;1350.6;2.2505e-06
2;28:04:19:10:21:24;642084.0;0.3990;335304.0;4263173.6;267.3;422.17;213.73;64.42;-0.09437;-0.99518;-0.02665;-0.83493;0.06453;0.54656;1.9317e+06;132.4;103.6;7.26;2212.320;-1.809;7.7822e-02;8;0.2605;8.9953e+06;14.2;2.2;0.669;1257.0;2.4156e-06
2;28:04:19:10:22:36;642156.0;0.9740;335379.4;4263151.0;398.9;83.42;61.36;16.62;0.24480;-0.93214;-0.26681;0.86946;0.33283;-0.36506;3.5016e+07;171.7;128.1;5.68;83777.272;-0.970;5.4403e+01;11;0.3161;8.6127e+06;21.8;15.5;0.856;1351.3;2.1900e-06
2;28:04:19:10:25:23;642323.0;0.1450;335245.1;4263043.2;261.8;87.51;64.41;10.51;0.84068;-0.07743;-0.53597;0.09094;0.99586;-0.00123;2.5339e+06;113.8;84.7;8.65;1714.640;-1.731;7.9057e-02;10;0.2660;1.8305e+06;14.5;2.2;0.590;1263.8;2.5980e-06
2;28:04:19:10:38:19;643099.0;0.9720;335360.5;4263129.3;336.7;206.67;88.08;33.27;0.66981;-0.57163;-0.47392;0.55350;0.80982;-0.19450;2.2277e+06;174.5;98.7;6.53;3505.280;-1.768;1.3972e-01;9;0.2546;1.4229e+06;37.9;2.5;0.772;1296.0;2.3543e-06
2;28:04:19:10:44:33;643473.0;0.2094;335365.3;4263045.1;344.5;71.10;11.42;9.76;0.86082;-0.24082;-0.44833;0.20595;0.97044;-0.12584;3.1036e+06;169.1;108.9;6.25;5559.057;-1.672;3.1485e-01;11;0.2958;8.6776e+05;30.1;3.3;0.689;1295.7;2.7726e-06
2;28:04:19:11:07:51;644871.0;0.7875;335359.2;4263046.5;432.6;17.88;13.28;12.20;0.40639;-0.07162;0.91089;0.01096;0.99723;0.07352;7.0488e+06;148.3;116.3;6.42;11629.949;-1.435;1.5202e+00;11;0.3314;1.6273e+06;16.0;7.1;0.827;1381.3;2.2469e-06
2;28:04:19:11:18:44;645524.0;0.1901;335374.6;4263119.2;320.4;75.55;47.89;10.24;0.84104;-0.25510;-0.47704;0.27973;0.95987;-0.02011;3.0265e+06;121.1;127.9;7.06;3766.180;-1.679;2.0395e-01;11;0.2978;1.2372e+06;3.4;3.2;0.722;1275.1;2.1646e-06
2;28:04:19:12:09:22;648562.0;0.1690;335364.5;4263062.1;473.2;20.88;18.50;14.58;0.13970;0.05759;0.98852;-0.69601;0.71579;0.05667;1.5537e+08;206.2;128.5;5.17;493125.613;-0.539;1.4069e+03;11;0.3706;4.7037e+07;38.9;12.9;0.806;1419.1;6.5602e-06
2;28:04:19:12:32:13;649933.0;0.3895;335296.1;4263016.0;310.1;67.62;32.55;9.51;0.87315;-0.03691;-0.48606;0.04428;0.99901;0.00369;1.4176e+06;140.2;145.4;6.08;2754.035;-1.899;7.1096e-02;9;0.2548;1.1908e+06;2.6;2.3;0.701;1286.8;2.1958e-06
3;01:05:19:16:49:01;924541.0;0.2080;335397.4;4263066.5;343.4;61.49;27.07;20.76;0.61046;-0.68038;-0.40549;0.56984;0.73285;-0.37178;1.7743e+06;307.3;281.2;2.93;31001.225;-1.834;1.0038e+00;10;0.3578;3.7583e+06;13.1;6.0;0.844;1285.8;2.8096e-06
3;01:05:19:16:55:32;924932.0;0.5006;335469.5;4263058.6;273.9;76.70;23.18;10.68;0.87721;-0.26984;-0.39711;0.27174;0.96093;-0.05268;1.0134e+06;235.8;139.1;4.69;4298.053;-1.996;7.9484e-02;4;0.2715;7.0302e+05;48.1;2.0;0.717;1198.5;3.4908e-06
3;01:05:19:17:51:36;928296.0;0.5230;335444.5;4263030.2;296.9;21.82;17.58;14.55;-0.00238;0.04620;0.99893;0.70873;-0.70465;0.03427;8.7971e+06;247.0;144.5;4.50;42335.681;-1.370;6.7964e+00;10;0.3710;9.8597e+06;51.2;7.1;0.851;1226.2;3.2918e-06
3;01:05:19:17:51:44;928304.0;0.7809;335324.4;4263012.7;328.4;66.55;44.77;9.71;0.86659;-0.02895;-0.49818;0.03714;0.99929;0.00652;1.7038e+06;178.6;196.4;4.71;7120.360;-1.846;2.1708e-01;8;0.2636;6.0069e+06;8.8;3.3;0.803;1293.5;2.3761e-06
3;01:05:19:17:52:05;928325.0;0.7180;335408.6;4263037.1;267.3;65.27;39.93;9.74;0.88024;-0.11962;-0.45920;0.12829;0.99166;-0.01242;3.6088e+06;141.5;133.5;6.32;6259.247;-1.628;4.0419e-01;8;0.3532;1.9769e+07;4.0;3.3;0.618;1208.6;2.2104e-06
3;01:05:19:18:00:22;928822.0;0.0000;335375.4;4263093.3;381.3;194.21;133.96;29.66;-0.82795;-0.18573;0.52916;0.08064;-0.97319;-0.21540;1.1576e+06;305.6;143.2;4.11;7283.397;-1.958;1.5386e-01;5;0.2524;1.6303e+06;77.8;2.2;0.683;1330.2;2.4856e-06
3;01:05:19:18:09:51;929391.0;0.3462;335377.3;4263134.4;358.7;69.71;23.23;15.84;0.81408;-0.36512;-0.45163;0.36794;0.92593;-0.08533;2.4117e+07;56.7;121.3;12.06;6010.623;-1.078;2.6453e+00;9;0.3148;2.2437e+08;32.2;2.1;0.597;1312.0;2.5817e-06
3;01:05:19:18:15:06;929706.0;0.8220;335387.8;4263053.8;350.5;31.50;26.22;18.11;-0.48033;0.48978;0.72760;0.58566;-0.43843;0.68175;5.8507e+06;190.0;111.3;5.84;12836.717;-1.489;1.3705e+00;11;0.3511;1.6069e+07;39.4;5.0;0.868;1294.8;2.6736e-06
3;01:05:19:19:21:41;933701.0;0.6040;335416.7;4263029.1;406.0;33.32;26.01;17.80;-0.77933;0.00652;0.62659;0.62647;-0.01387;0.77932;5.2787e+06;139.8;175.1;5.65;12789.894;-1.518;1.2520e+00;9;0.4623;6.6991e+07;17.6;2.8;0.752;1338.6;2.6303e-06
3;01:05:19:19:51:42;935502.0;0.0589;335384.6;4263024.1;339.9;65.71;25.78;9.67;0.89518;-0.07013;-0.44016;0.07767;0.99698;-0.00089;1.2506e+07;145.1;99.0;7.08;15421.975;-1.269;3.5197e+00;11;0.3802;3.7708e+07;23.1;5.7;0.847;1284.6;2.5647e-06
3;02:05:19:13:38:13;999493.0;0.2715;335373.0;4263101.9;553.0;91.50;32.88;23.66;0.42673;-0.85448;-0.29625;0.75101;0.51732;-0.41032;7.4593e+06;140.4;105.2;6.96;9696.709;-1.418;1.3166e+00;11;0.3249;4.7106e+06;17.6;4.7;0.799;1495.5;5.0251e-06
3;02:05:19:13:38:34;999514.0;0.8220;335172.6;4263130.9;444.4;75.60;63.18;10.47;0.81029;-0.17046;-0.56069;0.20208;0.97935;-0.00570;4.3903e+06;143.5;97.5;7.22;5096.102;-1.572;4.0033e-01;11;0.2691;2.5464e+06;23.0;3.4;0.645;1465.5;3.3836e-06
3;02:05:19:13:38:43;999523.0;0.4505;335139.7;4263157.6;478.4;205.98;143.73;37.64;0.70307;-0.34620;-0.62116;0.36056;0.92643;-0.10824;7.0485e+06;76.7;98.8;10.37;2762.721;-1.435;3.4844e-01;10;0.3140;1.5297e+07;11.0;2.3;0.601;1512.6;3.6403e-06
3;02:05:19:13:38:58;999538.0;0.7090;335141.5;4262944.9;373.7;79.47;33.66;9.78;0.83052;0.06295;-0.55342;-0.06985;0.99752;0.00864;3.0850e+06;165.9;73.2;7.83;2807.767;-1.674;1.5774e-01;8;0.2419;2.0564e+06;46.3;2.3;0.464;1409.7;3.3111e-06
3;02:05:19:13:39:28;999568.0;0.5376;335225.0;4263039.3;462.5;85.21;35.98;10.24;0.86079;-0.07127;-0.50394;0.08191;0.99664;-0.00103;4.7350e+06;91.7;90.3;9.52;2403.857;-1.550;2.0771e-01;8;0.2715;5.9579e+06;0.7;2.4;0.582;1455.3;6.0918e-06
3;02:05:19:13:40:01;999601.0;0.8335;335408.5;4263030.1;609.4;70.49;12.22;8.81;0.96463;-0.09957;-0.24409;0.10249;0.99473;-0.00074;7.6976e+06;130.5;107.7;6.91;10221.018;-1.409;1.5529e+00;11;0.3209;2.1702e+06;11.4;6.4;0.703;1537.3;3.3772e-06
3;02:05:19:13:40:18;999618.0;0.5718;335397.8;4263073.6;603.3;84.92;30.52;10.00;0.89373;-0.26457;-0.36228;0.27096;0.96199;-0.03410;8.1033e+06;111.5;118.8;7.28;9204.297;-1.394;1.4722e+00;11;0.3141;4.9943e+06;3.7;3.2;0.792;1535.7;3.7252e-06
3;02:05:19:13:41:22;999682.0;0.1160;335376.2;4263054.5;550.1;55.46;25.56;21.30;0.53345;-0.78527;-0.31429;0.66508;0.61900;-0.41775;8.2180e+06;121.9;95.9;7.83;7485.189;-1.390;1.1197e+00;11;0.3424;5.5883e+06;13.0;5.8;0.782;1489.1;4.4461e-06
3;02:05:19:13:41:25;999685.0;0.6715;335359.2;4263064.3;569.0;118.94;14.96;14.92;0.94559;-0.21519;-0.24402;0.24190;0.96657;0.08501;4.1558e+06;128.2;111.4;7.13;5018.103;-1.588;3.7961e-01;9;0.2913;7.6784e+06;8.4;3.3;0.823;1512.3;3.2682e-06
3;02:05:19:13:41:30;999690.0;0.1003;335079.0;4263041.3;385.2;75.48;35.17;9.58;0.81177;-0.05517;-0.58137;0.06802;0.99768;0.00029;4.3028e+06;121.9;114.7;7.28;4872.616;-1.577;3.8150e-01;10;0.2683;4.5240e+07;3.6;2.6;0.595;1449.2;3.5011e-06
3;02:05:19:13:41:52;999712.0;0.3167;335112.0;4263098.3;413.4;74.33;47.67;9.47;0.82263;-0.12878;-0.55381;0.15158;0.98843;-0.00469;3.4296e+06;128.0;89.1;7.93;3011.017;-1.643;1.8805e-01;8;0.3138;6.2377e+06;19.3;2.4;0.588;1461.5;4.6718e-06
3;02:05:19:13:41:56;999716.0;0.9417;335280.7;4263058.2;545.7;84.34;28.71;10.07;0.90993;-0.13921;-0.39070;0.14546;0.98927;-0.01372;4.6351e+06;124.7;89.3;7.97;3998.184;-1.556;3.4028e-01;10;0.2765;6.0277e+06;17.7;3.1;0.748;1513.9;5.4032e-06
3;02:05:19:13:41:59;999719.0;0.0628;335381.7;4263062.2;577.8;80.69;43.06;11.43;0.89767;-0.19568;-0.39485;0.20321;0.97886;-0.02311;6.5345e+06;110.6;107.5;7.81;6000.822;-1.457;7.2833e-01;11;0.3217;4.5722e+06;1.5;3.9;0.696;1514.7;3.6778e-06
3;02:05:19:13:42:29;999749.0;0.7580;335187.8;4263165.6;439.4;171.08;110.95;25.48;0.75502;-0.32644;-0.56867;0.34443;0.93543;-0.07967;9.0057e+06;114.7;80.8;8.88;5625.747;-1.364;9.0655e-01;11;0.3010;4.0850e+06;17.0;4.5;0.809;1458.3;3.6451e-06
3;02:05:19:13:43:14;999794.0;0.5386;335227.6;4263044.4;554.7;73.16;42.92;9.49;0.88668;-0.08572;-0.45437;0.09457;0.99551;-0.00327;2.4444e+06;182.9;100.1;6.24;4403.163;-1.741;1.9763e-01;7;0.2230;1.8677e+06;40.8;2.0;0.695;1540.1;2.9895e-06
3;02:05:19:13:43:15;999795.0;0.8557;335231.2;4263137.8;526.8;73.53;29.83;9.50;0.84674;-0.25070;-0.46923;0.27047;0.96237;-0.02611;2.9116e+07;173.3;136.3;5.49;77069.683;-1.024;4.1614e+01;11;0.3502;8.7249e+06;18.5;8.6;0.869;1518.8;4.2252e-06
3;02:05:19:13:43:37;999817.0;0.6438;335248.6;4263035.3;489.9;73.68;41.65;9.51;0.88444;-0.07183;-0.46110;0.08006;0.99679;-0.00171;6.6909e+06;82.7;107.9;9.42;3501.713;-1.450;4.3450e-01;10;0.2721;6.5421e+06;12.6;3.5;0.513;1471.9;3.2806e-06
3;02:05:19:13:45:05;999905.0;0.1897;335506.0;4263047.1;583.1;72.52;25.24;8.82;0.91854;-0.34126;-0.19957;0.34162;0.93923;-0.03374;1.2818e+07;144.3;125.3;6.11;24601.484;-1.261;6.2243e+00;11;0.3395;4.5619e+06;9.5;7.6;0.611;1491.3;5.7353e-06
3;02:05:19:13:45:13;999913.0;0.9510;335106.3;4263020.9;384.3;112.63;43.73;13.10;0.82847;-0.01652;-0.55979;0.02773;0.99955;0.01155;4.2470e+06;97.6;78.8;9.70;2034.674;-1.581;1.5736e-01;10;0.3073;4.3223e+06;9.3;2.0;0.525;1434.8;2.9019e-06
3;02:05:19:13:46:00;999960.0;0.8125;335295.4;4263013.7;547.9;147.12;45.96;30.25;-0.84886;-0.06351;0.52478;-0.05329;-0.97742;-0.20449;2.6386e+06;127.7;109.1;7.18;3114.691;-1.719;1.5091e-01;10;0.3018;3.0094e+06;9.3;2.3;0.717;1509.9;3.3639e-06
3;02:05:19:13:46:12;999972.0;0.8885;335257.2;4262990.8;517.2;70.91;53.23;9.52;0.89306;0.01448;-0.44970;-0.01145;0.99989;0.00946;3.3896e+06;155.9;124.2;6.07;6644.081;-1.647;4.1764e-01;11;0.3322;2.5139e+06;15.8;2.5;0.554;1493.7;3.1164e-06
3;02:05:19:13:46:23;999983.0;0.9694;335240.0;4263133.4;467.4;77.49;70.40;9.90;0.84382;-0.18808;-0.50259;0.21801;0.97595;0.00081;2.4359e+06;133.4;102.1;7.29;2749.009;-1.742;1.2220e-01;9;0.3015;3.2957e+06;15.6;2.3;0.619;1460.3;4.5056e-06
3;02:05:19:13:46:40;1000000.0;0.3506;335416.6;4263025.4;582.2;51.76;10.35;5.27;0.61444;0.76570;-0.19016;0.25062;0.03911;0.96729;2.9023e+06;133.0;94.8;7.45;3073.285;-1.692;1.6567e-01;10;0.3437;4.3066e+06;19.1;2.8;0.543;1508.9;3.0497e-06
3;02:05:19:13:47:01;1000021.0;0.5493;335392.1;4263045.9;560.2;109.54;21.79;12.22;0.95783;-0.17135;-0.23065;0.17358;0.98476;-0.01076;4.0355e+06;114.7;132.0;7.06;5021.969;-1.596;3.7643e-01;10;0.2803;6.5585e+06;8.7;3.3;0.515;1494.3;3.8974e-06
3;02:05:19:13:47:37;1000057.0;0.7908;335139.8;4262981.3;403.6;83.47;25.69;14.00;0.84101;0.02553;-0.54042;-0.02207;0.99967;0.01287;2.5779e+06;120.4;109.5;7.47;2707.816;-1.726;1.2712e-01;8;0.2704;1.1536e+07;5.4;2.6;0.405;1436.4;5.5719e-06
3;02:05:19:13:48:02;1000082.0;0.0550;335149.2;4263121.1;451.1;196.80;112.90;28.95;0.81033;-0.16371;-0.56264;0.18240;0.98295;-0.02330;4.1389e+06;158.5;114.1;6.36;7043.170;-1.589;5.2161e-01;11;0.3441;5.8493e+06;22.2;5.1;0.695;1480.5;3.8382e-06
3;02:05:19:13:49:46;1000186.0;0.7200;335249.8;4263037.7;504.5;176.87;59.05;23.98;0.82769;-0.23181;-0.51107;0.24380;0.96880;-0.04459;3.0156e+06;134.0;111.7;6.92;3989.221;-1.680;2.2309e-01;11;0.2771;4.4145e+06;11.1;3.3;0.635;1485.1;2.7684e-06
3;02:05:19:13:58:28;1000708.0;0.8730;335331.0;4263138.1;324.0;158.99;79.13;42.55;0.60686;-0.60623;-0.51402;0.55916;0.78524;-0.26595;1.2026e+07;112.4;96.8;8.26;9332.777;-1.280;2.0083e+00;11;0.3447;3.2661e+06;7.8;6.3;0.900;1295.0;3.0710e-06
3;02:05:19:14:02:43;1000963.0;0.7882;335430.5;4262984.9;394.3;73.85;25.21;9.57;0.92658;0.03423;-0.37453;-0.03162;0.99941;0.01311;5.4725e+06;69.2;71.4;12.26;1298.033;-1.508;1.3173e-01;8;0.3259;8.3881e+06;1.1;2.1;0.549;1323.2;2.7704e-06
3;02:05:19:14:06:38;1001198.0;0.3350;335432.5;4263154.1;593.4;199.62;103.55;23.37;-0.77141;-0.62876;0.09793;0.59204;-0.76557;-0.25178;4.6313e+07;215.0;148.7;4.55;214969.020;-0.890;1.9651e+02;11;0.3460;1.2740e+07;33.1;12.9;0.856;1524.2;5.8452e-06
3;02:05:19:14:29:56;1002596.0;0.6299;335543.0;4263015.9;388.8;98.20;13.41;12.71;0.94692;-0.12782;-0.29496;0.11163;0.99120;-0.07116;3.8136e+06;119.3;101.8;7.69;3664.691;-1.612;2.5662e-01;10;0.3329;2.3298e+06;8.8;3.4;0.813;1292.7;2.6946e-06
3;02:05:19:14:30:16;1002616.0;0.7771;335387.9;4263061.3;267.2;75.62;13.31;12.64;0.85910;-0.18727;-0.47631;0.11621;0.97772;-0.17480;2.5736e+06;107.2;107.7;8.13;2092.918;-1.726;9.6382e-02;10;0.2620;2.4658e+06;0.2;2.2;0.464;1216.1;2.7366e-06
3;02:05:19:14:49:07;1003747.0;0.4964;335247.9;4263156.4;239.9;71.05;34.29;9.82;0.73361;-0.25674;-0.62921;0.29434;0.95458;-0.04633;2.8116e+06;116.9;101.4;8.02;2386.352;-1.701;1.1719e-01;9;0.2995;3.4729e+06;7.7;2.7;0.710;1252.4;3.3171e-06
3;02:05:19:14:52:54;1003974.0;0.1538;335205.7;4263106.4;504.2;73.74;53.61;9.62;0.84245;-0.17930;-0.50806;0.19867;0.97993;-0.01641;4.2777e+06;151.5;100.0;6.89;5721.472;-1.579;4.4663e-01;11;0.3060;4.3788e+06;25.8;3.0;0.632;1504.8;3.4156e-06
3;02:05:19:14:54:51;1004091.0;0.8682;335359.6;4263043.1;215.1;76.85;37.75;11.92;0.87344;-0.10434;-0.47563;0.11627;0.99321;-0.00438;9.6160e+06;194.7;124.6;5.43;26214.279;-1.345;4.5904e+00;11;0.3506;3.0528e+06;35.0;6.1;0.687;1176.0;4.0226e-06
3;02:05:19:15:05:51;1004751.0;0.1668;335220.2;4263127.1;243.3;71.21;41.60;9.80;0.74508;-0.17495;-0.64362;0.21463;0.97655;-0.01698;4.3777e+06;98.7;87.2;9.43;2287.392;-1.573;1.7491e-01;10;0.3129;4.2489e+06;5.8;4.0;0.684;1264.0;2.6747e-06
3;02:05:19:15:09:00;1004940.0;0.4106;335364.0;4263137.4;568.7;76.47;37.54;9.50;0.87316;-0.32427;-0.36392;0.33946;0.94033;-0.02341;4.1268e+06;143.8;82.2;7.77;3843.353;-1.590;2.8871e-01;10;0.3473;2.3432e+06;30.8;3.8;0.607;1515.9;2.5165e-06
